ID,ATTi1,ATTi1R,ATTi2,ATTi3,ATTc1,ATTc1R,ATTc2,ATTc3,PNA1_t1,PNA2_t1,PNA3_t1,PNA4_t1,PNA5_t1,PNA6_t1,PNA7_t1,PNA8_t1,PNA9_t1,PNA10_t1,PNA11_t1,PNA12_t1,MMX1_t1,MMX2_t1,MMX3_t1,MMX4_t1,MMX5_t1,KSI1_t1,KSI2_t1,KSI3_t1,KSI4_t1,CS1_t1,CS2_t1,CS3_t1,WE1_t1,WE2_t1,WE3_t1,WE4_t1,WE5_t1,WE6_t1,WE7_t1,WE8_t1,WE9_t1,SD1_t1,SD2_t1,SD3_t1,SD4_t1,SD5_t1,PA_life_t1,PA_health_t1,PA_work_t1,JD1,JD2,JD3,JD4,JD4_R,JD5,KN1,KN2,KN3,KN4,TD1,TD2,TD3,OPEN1,OPEN2,OPEN3,IDg1_t1,IDw1_t1,IDg2_t1,IDw2_t1,age_t1,gender_t1,edu_t1,SO_t1,COMexp_year,COMexp_mon,GOUexp_year,GOUexp_mon,GOU_n,level,level_2,IND,IND_other,SS1,SS2,BJW1,BJW2,BJW3,BJW4,BJW5,BJW6,PNA1_t2,PNA3_t2,PNA5_t2,PNA6_t2,PNA7_t2,PNA8_t2,PNA9_t2,PNA10_t2,PNA11_t2,PNA12_t2,MMX1_t2,MMX2_t2,MMX3_t2,MMX4_t2,MMX5_t2,KSI1_t2,KSI2_t2,KSI3_t2,KSI4_t2,CS1_t2,CS2_t2,CS3_t2,WE1_t2,WE2_t2,WE3_t2,WE4_t2,WE5_t2,WE6_t2,WE7_t2,WE8_t2,WE9_t2,PA_life_t2,PA_health_t2,PA_work_t2,BSRS1,BSRS2,BSRS3,BSRS4,BSRS5,SE1,SE2,SE2_R,SD1_t2,SD2_t2,SD3_t2,SD4_t2,SD5_t2,LON1,LON2,LON3,LON3_R,LON4,LON5,LON6,LON6_R,LON7,LON8,IDg1_t2,IDw1_t2,IDg2_t2,IDw2_t2,VOTE1,VOTE1_other,VOTE2,VOTE3,VOTE4,age_t2,gender_t2,edu_t2,SO_t2,REL,mPA_t1_4,mPA_t1_6,mNA_t1,mMMX_t1,mKSI_t1,mCS_t1,mWE_t1,mSD_t1,mJD_t1,mKN_t1,mTD_t1,mOPEN_t1,mSS_t2,mBJW_t2,mPA_t2,mNA_t2,mMMX_t2,mKSI_t2,mCS_t2,mWE_t2,mBSRS_t2,mSE_t2,mSD_t2,mLON_t2,xPA,xNA,xMMX,xKSI,xCS,xWE,xSD,xPAlife,xPAhealth,xPAwork,midAtti,midAttc,xsAtti,xyAttic,ysAttc,SOdummy,Wellbeiing_allT1,ATTi_both,ATTc_both,xATT_imc,xATT_ab,absxPA,absxKSI,tenure_group,xPA6,xPA4,mPA_t1
84,3,3.00,3,3,3,3.00,3,3,2,2,2,2,2,2,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,3,2,3,2,1,2,1,7,3,4,2,2,1,2,4,2,3,3,3,3,3,4,2,4,4,4,4,4,4,4,29,0,7,1,5,1.0,1,1.0,4,1, ,1, ,3,3,3,3,3,3,2,4,3,3,3,3,2,4,2,2,2,3,2,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,2,2,3,3,2,7,3,5,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,4,4,4,1, ,1,1,4,29,0,7,1,2,2.00,2.00,1.40,4.00,4.00,4.00,2.22,1.80,2.20,3.00,3.00,4.00,3.00,3.00,3.00,2.60,2.80,3.25,4.00,2.67,2.00,3.00,2.00,2.25,1.00,1.20,-1.20,-.75,.00,.44,.20,.00,.00,1.00,.00,.00,.00,.00,.00,1.00,4.67,3.00,3.00,.00,.00,1.00,.75,1.08,1.00,1.00,2.00
116,3,3.00,3,2,4,2.00,4,4,4,3,5,3,3,3,2,2,1,1,1,3,2,3,3,2,3,1,2,2,4,5,3,4,5,5,5,5,5,4,5,5,4,3,2,3,3,3,7,3,6,4,4,3,5,1,2,3,3,3,2,2,1,1,4,3,4,5,6,4,5,25,0,6,1,3,4.0,3,4.0,30,5, ,4, ,2,4,3,4,5,3,3,4,4,3,2,4,1,2,1,1,2,3,2,1,2,3,3,2,2,2,3,3,3,4,5,5,5,5,5,4,5,4,4,7,3,6,3,2,2,2,1,5,1,5,3,2,3,3,1,3,2,3,3,3,4,3,3,3,1,6,6,4,6,1, ,1,3,2,25,0,6,1,2,3.75,3.50,1.80,2.60,2.25,4.00,4.78,2.80,2.80,2.75,1.33,3.67,3.00,3.67,3.25,1.80,2.20,2.25,3.33,4.67,2.00,5.00,2.40,2.75,-.50,.00,-.40,.00,-.67,-.11,-.40,.00,.00,.00,.00,1.00,.00,.00,1.00,1.00,5.33,3.00,3.00,.00,.00,.25,.00,3.33,-.25,-.50,3.75
97,3,3.00,4,3,3,3.00,4,3,3,3,2,2,2,3,2,4,1,1,1,3,4,4,4,4,4,4,4,4,4,5,5,4,3,3,3,4,3,3,4,3,3,2,2,1,2,2,8,3,5,3,1,2,4,2,2,4,4,4,4,4,3,2,3,3,3,4,4,5,4,25,1,6,1,2,10.0,2,10.0,22,1, ,4, ,1,1,3,3,3,3,4,4,3,4,3,3,2,3,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,3,7,3,5,1,1,1,1,1,4,2,4,2,2,1,2,1,1,1,2,4,1,1,5,1,1,1,4,4,5,4,4, ,1,1,1,25,1,6,1,7,2.50,2.50,2.20,4.00,4.00,4.67,3.22,1.80,2.00,4.00,3.00,3.00,1.00,3.33,3.25,1.80,4.00,4.00,4.00,3.22,1.00,4.00,1.60,1.38,.75,-.40,.00,.00,-.67,.00,-.20,-1.00,.00,.00,.00,.00,.00,.00,.00,1.00,5.33,3.50,3.50,.00,.00,.75,.00,2.83,.75,.75,2.50
131,2,4.00,3,4,2,4.00,3,4,3,2,3,3,2,4,3,4,2,1,2,3,4,4,4,5,4,4,5,5,4,5,4,4,4,3,2,3,3,2,2,2,3,2,2,2,3,2,8,3,4,3,3,2,4,2,4,5,4,4,4,3,3,2,4,3,3,4,4,6,3,33,1,7,1,6,1.0,2,3.0,10,1, ,12, ,2,2,2,1,3,2,3,4,3,3,3,4,3,4,2,2,2,4,4,5,5,5,4,5,5,5,4,5,5,5,3,4,3,2,2,2,3,2,2,7,3,3,2,3,4,3,3,4,2,4,3,3,2,3,1,3,2,2,4,4,3,2,4,5,3,3,4,5,3,1, ,1,2,3,33,1,7,1,7,3.00,2.83,2.80,4.20,4.50,4.33,2.67,2.20,2.80,4.25,2.67,3.33,2.00,2.50,3.25,3.00,4.60,4.75,5.00,2.56,3.00,4.00,2.40,3.50,.25,.20,.40,.25,.67,-.11,.20,-1.00,.00,-1.00,-1.00,-1.00,1.00,1.00,1.00,1.00,5.00,3.50,3.50,.00,.00,.42,.25,2.25,.42,.25,3.00
132,2,4.00,4,2,2,4.00,4,3,2,2,3,3,2,1,2,4,1,1,2,4,4,4,5,4,4,4,5,5,4,4,4,4,2,2,2,3,1,1,3,2,3,3,3,2,4,3,7,3,4,4,3,3,3,3,2,4,5,4,4,5,3,4,4,4,4,4,5,5,2,32,0,7,1,3,2.0,3,2.0,9,1, ,1, ,3,3,2,2,2,1,2,3,2,2,2,3,1,3,1,2,1,4,3,4,4,4,4,3,4,4,5,4,5,4,2,2,2,4,1,2,3,3,2,7,3,4,3,2,1,2,2,4,2,4,2,2,3,4,2,2,1,1,5,1,2,4,2,3,2,6,5,5,2,1, ,1,3,2,32,0,7,1,6,2.00,2.17,2.60,4.20,4.50,4.00,2.11,3.00,3.00,4.25,4.00,4.00,3.00,2.00,2.25,2.00,3.80,4.00,4.33,2.33,2.00,4.00,2.60,2.25,.25,-.60,-.40,-.50,.33,.22,-.40,.00,.00,.00,-1.00,-1.00,1.00,1.00,1.00,1.00,4.67,4.00,4.00,.00,.00,.08,.50,3.17,.08,.25,2.00
169,2,4.00,4,4,2,4.00,4,3,3,3,2,2,2,4,2,4,2,1,4,5,4,5,4,5,4,4,4,4,4,4,4,4,2,2,2,4,4,3,3,4,2,4,4,4,3,2,6,3,5,4,4,4,2,4,4,4,4,4,3,3,4,5,4,2,5,5,5,6,4,23,1,6,1,1,1.0,1,1.0,7,1, ,12, ,1,3,2,4,2,3,2,4,3,3,2,2,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,2,4,3,4,3,4,3,6,3,5,2,4,4,5,5,3,3,3,3,3,4,4,2,2,1,2,4,2,1,4,2,4,2,5,5,5,4,5, ,1,3,1,24,1,6,1,1,2.75,2.67,3.40,4.40,4.00,4.00,2.89,3.40,4.00,3.75,4.00,3.67,2.00,2.83,2.50,3.80,3.80,4.00,4.00,3.22,4.00,3.00,3.20,2.25,-.25,.40,-.60,.00,.00,.33,-.20,.00,.00,.00,-1.00,-1.00,1.00,1.00,1.00,1.00,4.67,4.00,4.00,.00,.00,.17,.00,1.08,-.17,-.25,2.75
166,1,5.00,5,4,1,5.00,5,4,4,4,3,4,3,3,2,2,2,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,1,1,2,2,2,9,3,6,3,2,2,4,2,2,3,3,3,3,3,3,3,3,3,3,5,4,6,4,37,1,6,1,5,4.0,5,4.0,5,5, ,0,建築營造,1,1,3,3,3,2,3,4,4,4,4,4,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,8,3,5,2,2,2,1,1,4,2,4,1,1,2,2,1,1,1,4,2,2,1,4,2,3,2,5,5,5,4,1, ,1,2,3,37,1,6,1,1,3.25,3.50,1.60,4.20,4.00,4.00,3.33,1.60,2.20,3.00,3.00,3.00,1.00,3.00,4.00,1.60,4.00,4.00,4.00,3.33,1.60,4.00,1.40,1.75,.75,.00,-.20,.00,.00,.00,-.20,-1.00,.00,-1.00,-2.00,-2.00,4.00,4.00,4.00,1.00,6.00,5.00,5.00,.00,.00,.50,.00,5.33,.50,.75,3.25
160,5,1.00,1,5,5,1.00,1,4,4,3,2,2,2,4,2,4,3,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,2,3,2,2,2,2,2,4,2,4,4,3,3,4,3,2,2,5,5,5,2,4,4,4,4,4,4,4,4,2,4,4,4,4,5,5,4,41,0,7,1,10,.0,4,.0,19,2, ,0,資訊服務,3,3,3,3,4,3,2,4,4,3,4,4,2,4,2,2,2,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,3,4,2,2,4,4,3,7,2,4,1,2,2,1,1,4,2,4,3,3,2,3,2,2,1,3,3,1,1,3,3,1,2,5,5,4,3,5, ,2,3,1,41,0,7,1,6,3.00,2.83,3.00,3.80,4.00,4.00,2.33,3.60,4.60,4.00,3.33,4.00,3.00,3.17,3.75,2.80,3.80,4.00,3.67,3.11,1.40,4.00,2.60,1.75,.75,-.20,.00,.00,-.33,.78,-1.00,4.00,.00,2.00,2.00,2.00,4.00,4.00,4.00,1.00,2.33,1.00,1.00,.00,.00,.92,.00,4.00,.92,.75,3.00
184,5,1.00,1,5,5,1.00,1,5,4,4,4,4,3,5,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,3,3,3,4,3,3,3,1,2,1,9,3,3,2,2,2,3,3,2,4,4,4,4,3,4,3,4,3,4,4,4,4,5,27,1,7,1,1,6.0,1,6.0,16,1, ,0,貿易相關,2,2,3,3,4,4,3,3,3,4,3,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,3,2,3,2,3,3,8,3,5,1,1,2,1,1,4,2,4,1,2,1,1,1,1,1,5,1,1,1,4,2,1,2,3,2,3,5,1, ,2,1,3,28,1,7,1,7,4.00,4.00,1.20,4.00,4.00,5.00,3.56,2.00,2.20,4.00,3.33,3.67,2.00,3.33,3.50,2.00,4.00,4.00,5.00,3.11,1.20,4.00,1.20,1.25,-.50,.80,.00,.00,.00,-.44,-.80,-1.00,.00,2.00,2.00,2.00,4.00,4.00,4.00,1.00,5.00,1.00,1.00,.00,.00,.50,.00,1.50,-.50,-.50,4.00
94,4,2.00,2,4,4,2.00,2,4,4,4,4,4,4,3,3,3,1,1,1,3,4,4,4,5,5,5,5,5,4,5,5,5,5,4,5,5,4,3,4,4,4,2,2,2,2,2,8,3,6,2,2,2,4,2,1,4,4,4,4,5,5,2,4,4,4,3,3,4,5,38,1,7,1,5,.0,5,.0,120,1, ,0,教育,3,4,3,3,4,2,2,2,3,2,3,3,4,3,1,1,1,3,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,3,3,4,3,7,3,5,2,2,2,2,1,4,2,4,3,3,2,2,2,1,1,4,2,1,1,4,2,1,1,4,5,5,5,6, ,2,3,3,39,1,7,1,7,3.75,3.83,2.20,4.40,4.75,5.00,4.22,2.00,1.80,4.00,4.00,4.00,3.50,2.67,2.75,2.40,4.00,4.00,4.67,3.67,1.80,4.00,2.40,1.25,-1.00,.20,-.40,-.75,-.33,-.56,.40,-1.00,.00,-1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.67,2.00,2.00,.00,.00,1.08,.75,5.00,-1.08,-1.00,3.75
40,3,3.00,3,3,3,3.00,3,3,2,3,3,2,2,3,4,4,3,4,1,3,5,4,4,4,4,3,4,4,4,4,5,4,3,3,4,3,4,4,5,4,5,5,4,2,2,2,7,3,5,3,4,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,6,29,0,6,1,4,9.0,4,9.0,85,1, ,4, ,3,2,3,4,5,3,4,4,3,3,3,3,4,4,2,5,2,4,4,4,4,4,3,4,3,3,3,4,3,2,3,3,3,3,2,3,3,3,3,7,3,4,3,4,3,2,3,3,3,3,3,3,3,4,3,1,2,3,3,3,3,3,3,2,2,3,3,4,4,1, ,2,2,4,29,0,6,1,7,2.50,2.50,3.00,4.20,3.75,4.33,3.89,3.00,3.20,3.25,3.67,4.00,2.50,3.83,3.00,3.20,3.80,3.25,3.00,2.89,3.00,3.00,3.20,2.38,.50,.20,-.40,-.50,-1.33,-1.00,.20,.00,.00,-1.00,.00,.00,.00,.00,.00,1.00,5.00,3.00,3.00,.00,.00,.50,.50,4.75,.50,.50,2.50
34,2,4.00,4,3,2,4.00,4,3,3,3,3,3,3,3,2,4,1,1,1,3,5,4,5,4,4,5,5,5,5,5,5,5,4,3,4,4,4,4,5,4,4,3,3,2,3,2,7,3,6,5,5,5,2,4,2,5,5,5,5,5,5,5,5,5,5,6,6,6,5,39,0,7,1,1,8.0,1,8.0,7,3, ,1, ,2,2,3,3,4,4,2,3,4,4,4,3,3,4,2,2,3,4,4,4,5,4,4,5,5,5,4,4,5,5,4,4,5,4,4,5,5,5,5,7,2,5,3,2,3,3,2,4,1,5,3,4,3,3,3,2,2,4,2,3,2,4,2,2,2,4,5,5,6,1, ,2,3,4,39,0,7,1,7,3.00,3.00,2.20,4.40,5.00,5.00,4.00,2.60,4.20,5.00,5.00,5.00,2.00,3.17,3.75,3.20,4.20,4.75,4.67,4.56,2.60,4.50,3.20,2.13,.75,1.00,-.20,-.25,-.33,.56,.60,.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00,1.00,1.00,5.33,4.00,4.00,.00,.00,.75,.25,1.67,.75,.75,3.00
50,2,4.00,4,3,2,4.00,4,4,3,4,4,4,3,4,3,3,2,3,2,2,4,4,5,4,4,4,4,5,5,3,3,4,2,2,4,3,1,4,3,4,3,3,1,2,1,1,9,4,6,2,2,1,4,2,2,3,3,4,4,4,4,3,4,4,4,2,5,5,4,26,1,7,1,1,6.0,1,6.0,7,1, ,4, ,1,2,2,4,4,3,2,2,3,3,2,3,2,3,1,1,1,1,4,4,5,4,4,4,4,5,5,4,5,4,4,4,4,3,2,3,3,3,2,8,3,4,1,2,1,1,2,3,3,3,1,1,1,1,1,1,1,3,3,1,1,4,2,3,1,2,4,6,4,1, ,2,1,2,25,1,7,1,7,3.50,3.67,2.40,4.20,4.50,3.33,2.89,1.60,1.80,3.50,3.67,4.00,1.50,2.83,2.75,1.60,4.20,4.50,4.33,3.11,1.40,3.00,1.00,1.63,-.75,-.80,.00,.00,1.00,.22,-.60,-1.00,-1.00,-2.00,-1.00,-1.00,1.00,1.00,1.00,1.00,6.33,4.00,4.00,.00,.00,.92,.00,1.50,-.92,-.75,3.50
71,2,4.00,4,3,2,4.00,4,3,3,3,3,4,2,2,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,4,4,1,3,2,8,3,6,2,2,2,4,2,4,3,4,4,4,4,3,2,3,3,3,5,5,5,4,32,1,6,1,5,3.0,5,3.0,6,1, ,1, ,3,2,3,3,3,3,2,4,3,3,2,4,4,4,3,2,3,4,4,3,4,4,3,3,4,4,4,4,4,3,3,3,3,4,3,3,3,3,2,8,3,5,3,4,3,3,2,4,2,4,3,3,2,3,3,1,2,3,3,2,1,2,4,2,3,4,5,5,4,1, ,2,3,3,31,1,6,1,7,2.50,2.83,3.60,4.00,4.00,3.67,3.22,2.80,2.40,3.75,3.00,3.00,2.50,3.00,3.00,3.60,3.60,3.75,3.67,3.00,3.00,4.00,2.80,2.25,.50,.00,-.40,-.25,.00,-.22,.00,.00,.00,-1.00,-1.00,-1.00,1.00,1.00,1.00,1.00,5.67,4.00,4.00,.00,.00,.17,.25,5.25,.17,.50,2.50
108,2,4.00,4,4,2,4.00,4,4,5,4,5,5,3,3,3,4,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,1,3,2,3,4,4,2,3,2,7,2,4,4,4,4,2,4,3,5,5,5,5,5,5,3,5,4,4,3,4,5,4,32,0,6,1,1,3.0,1,3.0,30,1, ,9, ,2,2,3,4,2,2,2,4,4,3,4,4,2,2,1,1,1,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,4,2,2,3,2,3,7,2,3,2,2,2,1,2,4,2,4,3,4,2,3,2,2,1,3,3,1,1,4,2,1,1,4,4,6,4,1, ,2,1,2,31,0,6,1,7,4.00,4.17,2.60,4.00,4.00,4.00,2.44,3.00,3.80,5.00,4.33,4.33,2.00,2.83,3.75,1.80,3.60,4.00,4.00,2.78,1.80,4.00,2.80,1.50,-.25,-.80,-.40,.00,.00,.33,-.20,.00,.00,-1.00,-1.00,-1.00,1.00,1.00,1.00,1.00,4.33,4.00,4.00,.00,.00,.42,.00,1.25,-.42,-.25,4.00
112,2,4.00,4,3,2,4.00,4,3,2,2,3,3,2,2,3,3,3,2,2,4,3,3,3,4,4,3,3,3,3,4,3,3,2,2,2,2,1,1,2,2,1,3,3,3,4,3,5,3,4,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,24,0,6,1,0,6.0,0,6.0,4,1, ,9, ,2,2,3,3,3,4,3,4,2,3,2,3,3,4,3,3,2,4,3,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,2,2,3,2,2,5,2,4,3,3,3,2,2,3,4,2,4,4,3,3,3,4,4,2,4,3,3,2,4,4,3,4,4,4,4,1, ,2,2,4,24,0,6,1,2,2.25,2.33,3.00,3.40,3.00,3.33,1.67,3.20,3.00,3.00,3.00,3.00,2.00,3.33,2.50,3.20,3.60,3.00,3.33,2.56,2.60,2.50,3.40,3.63,.25,.20,.20,.00,.00,.89,.20,.00,-1.00,.00,-1.00,-1.00,1.00,1.00,1.00,1.00,4.00,4.00,4.00,.00,.00,.17,.00,.50,.17,.25,2.25
125,2,4.00,4,4,2,4.00,4,4,4,4,4,4,3,4,3,3,2,3,4,3,5,4,5,5,5,5,5,5,5,5,5,5,3,3,3,4,3,2,3,3,3,4,4,2,3,2,3,3,3,4,4,4,2,4,4,5,5,5,5,5,5,4,4,4,4,5,5,5,4,28,0,6,1,2,3.0,2,3.0,6,1, ,1, ,2,2,2,1,3,3,2,4,4,3,4,4,2,2,2,2,2,2,4,4,5,4,4,5,5,5,4,5,4,4,3,3,3,3,3,2,3,3,3,6,3,4,2,2,1,1,1,5,1,5,3,3,3,3,2,1,1,4,2,1,1,5,1,1,2,5,5,5,4,1, ,2,3,3,28,0,6,1,6,3.75,3.83,3.00,4.80,5.00,5.00,3.00,3.00,4.00,5.00,4.67,4.00,2.00,2.50,3.75,2.00,4.20,4.75,4.33,2.89,1.40,5.00,2.80,1.25,.00,-1.00,-.60,-.25,-.67,-.11,-.20,3.00,.00,1.00,-1.00,-1.00,1.00,1.00,1.00,1.00,3.00,4.00,4.00,.00,.00,.08,.25,2.25,-.08,.00,3.75
138,2,4.00,4,3,2,4.00,4,3,4,4,4,4,3,3,2,3,2,2,2,3,4,5,4,4,4,4,4,4,4,4,4,4,2,3,2,2,1,1,3,2,1,3,3,2,3,1,8,3,5,3,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,3,4,5,4,43,1,6,1,3,.0,3,.0,8,1, ,12, ,3,1,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,1,1,4,3,1,7,3,5,1,2,2,1,2,4,2,4,2,2,2,4,2,3,2,1,5,2,3,4,2,1,1,4,4,6,4,0,人剛好在國外,2,5,1,43,1,6,1,3,3.50,3.67,2.40,4.20,4.00,4.00,1.89,2.40,3.20,4.00,3.67,4.00,2.00,2.00,3.00,2.00,4.00,4.00,4.00,2.22,1.60,4.00,2.40,2.38,-.50,-.40,-.20,.00,.00,.33,.00,-1.00,.00,.00,-1.00,-1.00,1.00,1.00,1.00,1.00,5.33,4.00,4.00,.00,.00,.67,.00,3.00,-.67,-.50,3.50
172,2,4.00,4,4,2,4.00,4,3,3,2,2,3,3,2,2,2,2,3,3,2,4,4,4,4,4,3,3,2,4,4,4,4,4,4,3,4,3,2,2,2,2,2,2,3,3,2,6,3,5,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,23,1,6,3,0,5.0,0,11.0,3,1, ,18, ,2,2,2,2,3,3,2,2,2,2,1,4,2,4,1,2,3,4,4,4,3,4,3,3,4,2,4,3,3,3,3,3,2,4,2,3,2,4,3,6,3,4,1,3,4,4,4,4,2,4,3,3,4,4,3,4,1,1,5,3,5,4,2,2,1,4,5,5,5,1, ,2,3,3,23,1,6,1,6,2.50,2.50,2.20,4.00,3.00,4.00,2.89,2.40,3.00,4.00,4.00,4.00,2.00,2.33,2.25,2.80,3.60,3.25,3.00,2.89,3.20,4.00,3.40,2.88,-.25,.60,-.40,.25,-1.00,.00,1.00,.00,.00,-1.00,-1.00,-1.00,1.00,1.00,1.00,1.00,4.67,4.00,4.00,.00,.00,.25,.25,.92,-.25,-.25,2.50
162,1,5.00,5,4,1,5.00,5,4,4,3,3,4,3,5,3,5,1,1,3,5,5,5,5,4,4,5,5,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,2,2,3,3,3,1,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,2,40,0,7,1,0,9.0,0,9.0,25,1, ,1, ,2,2,3,4,4,4,2,2,4,4,3,5,3,5,2,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,5,3,2,2,3,3,3,1,4,1,5,4,4,2,1,1,1,4,3,3,2,3,3,3,2,3,4,4,5,4,1, ,2,1,4,40,0,7,1,7,3.75,3.67,3.40,4.60,4.50,4.00,3.11,3.00,3.80,4.00,4.00,4.00,2.00,3.17,4.00,3.80,4.00,4.00,4.00,3.78,2.40,4.50,2.40,2.63,.25,.40,-.60,-.50,.00,.67,-.60,2.00,.00,1.00,-2.00,-2.00,4.00,4.00,4.00,1.00,2.33,5.00,5.00,.00,.00,.33,.50,.75,.33,.25,3.75
79,5,1.00,2,5,5,1.00,2,5,5,3,3,3,3,4,5,5,4,3,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,5,4,3,4,5,3,3,3,3,2,2,8,3,6,4,3,3,3,3,3,4,4,5,5,4,3,2,4,5,5,5,5,5,5,31,1,6,1,5,1.0,5,1.0,4,1, ,0,教會,2,2,3,3,4,3,4,4,3,3,2,4,2,2,1,1,4,3,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,4,3,3,3,5,3,7,3,6,2,2,2,2,1,5,1,5,3,3,3,2,2,1,1,2,4,2,2,4,2,2,2,5,5,5,5,1, ,3,3,3,31,1,6,1,3,3.75,3.50,4.80,4.20,4.00,4.00,3.89,2.60,3.20,4.50,3.00,4.67,2.00,3.50,3.00,2.40,3.80,3.75,4.00,3.33,1.80,5.00,2.60,2.00,-.75,-2.40,-.40,-.25,.00,-.56,.00,-1.00,.00,.00,2.00,2.00,4.00,4.00,4.00,1.00,5.67,1.50,1.50,.00,.00,.50,.25,5.08,-.50,-.75,3.75
153,3,3.00,3,3,3,3.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,0,6,1,2,.0,1,.0,30,4, ,4, ,3,2,3,2,3,1,3,2,2,3,4,2,3,5,3,3,2,4,3,2,4,2,5,2,2,3,4,4,1,5,2,3,4,5,3,3,1,3,4,6,1,3,4,3,5,3,3,2,3,3,1,3,1,5,3,2,2,3,3,4,2,4,2,2,4,3,1,6,3,1, ,3,2,6,25,0,6,1,1,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.50,2.33,2.75,3.40,3.20,2.75,3.33,3.11,3.60,2.50,2.60,2.63,-.25,.40,.20,-.25,.33,.11,-.40,.00,-2.00,-1.00,.00,.00,.00,.00,.00,1.00,4.33,3.00,3.00,.00,.00,.25,.25,1.00,-.25,-.25,3.00
61,2,4.00,4,3,2,4.00,4,4,3,3,3,4,3,3,4,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,2,2,2,6,2,5,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,5,4,26,0,7,1,0,1.0,0,1.0,20,1, ,13, ,3,3,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,7,2,5,3,3,3,3,3,4,3,3,3,3,2,2,3,3,2,2,4,2,3,3,3,4,3,5,5,5,4,1, ,3,2,5,26,0,7,1,3,3.00,3.17,3.20,4.00,4.00,4.00,2.89,2.40,3.00,4.00,3.67,4.00,3.00,2.50,3.00,2.20,4.00,4.00,4.00,3.89,3.00,3.50,2.60,3.00,.00,-1.00,.00,.00,.00,1.00,.20,1.00,.00,.00,-1.00,-1.00,1.00,1.00,1.00,1.00,4.33,4.00,4.00,.00,.00,.17,.00,.08,-.17,.00,3.00
